16
946 1677
330 518 839
233 779 247
631 213 601
623 937 324
111 581 116
545 217 399
742 157 499
68 484 766
448 216 418
764 79 459
572 709 550
269 552 637
350 263 846
690 803 724
117 571 137
103 160 604
524 561 681
698 755 287
848 150 458
379 894 346
883 541 330
43 187 350
338 439 581
819 269 681
9 29 500
463 429 499
555 340 329
518 659 244
583 506 722
703 430 113
891 523 997
53 561 902
173 445 384
713 244 33
539 808 986
375 386 189
639 32 146
97 906 441
705 839 904
845 637 926
804 1793
355 475 283
440 288 643
461 347 58
82 230 103
63 237 336
688 203 620
146 374 777
777 579 531
394 249 687
203 789 260
6 105 966
474 770 634
503 748 917
335 666 463
210 579 903
653 300 805
290 220 978
280 709 702
636 167 156
472 454 798
717 29 306
135 132 95
339 489 473
107 325 215
706 473 222
53 312 449
134 27 777
5 401 704
698 11 870
451 338 309
355 266 697
786 622 36
359 609 199
683 102 558
378 243 788
239 74 704
662 401 230
764 730 755
382 436 120
141 138 452
804 339 504
606 600 257
546 678 682
785 464 305
128 304 857
405 377 251
787 158 942
514 50 28
491 634 334
491 624 75
143 613 320
266 691 726
753 335 637
540 298 577
28 297 774
283 457 767
726 559 850
101 221 381
774 635 231
413 207 252
391 194 388
453 547 933
264 752 4
782 79 844
165 706 474
598 274 39
558 86 863
483 751 655
658 72 187
240 459 14
494 722 558
25 20 619
450 181 298
70 631 374
756 612 849
734 456 946
718 190 855
399 552 853
151 351 134
563 672 92
584 167 636
109 350 664
122 38 418
767 250 954
606 120 555
213 801 198
476 538 266
390 130 257
486 640 130
44 611 748
255 503 801
443 754 127
338 184 598
93 570 309
383 267 946
721 662 657
778 755 355
406 614 537
737 108 623
197 580 394
610 294 360
29 30 443
804 731 400
546 733 424
441 375 652
363 709 13
546 5 369
615 457 26
639 383 465
582 282 988
144 326 900
701 526 968
599 131 155
113 79 407
246 725 183
173 82 713
326 34 355
719 54 473
729 58 809
677 415 504
204 663 18
455 345 297
244 649 35
585 485 403
446 255 401
311 644 341
406 752 373
478 196 29
168 569 723
647 337 715
777 235 584
81 761 44
134 716 854
111 140 76
493 783 419
445 674 141
295 381 935
712 163 537
376 507 957
553 686 141
358 479 608
653 17 813
429 302 47
35 25 520
473 748 1000
233 690 84
237 354 649
654 488 554
339 101 924
369 346 892
399 101 565
223 141 700
12 311 94
584 152 836
701 175 485
620 430 170
442 550 694
158 132 947
499 271 316
17 644 499
648 214 670
115 786 605
705 516 555
102 531 354
103 521 402
614 1 689
657 655 753
180 4 742
573 791 532
434 22 892
241 48 121
190 609 642
712 360 917
410 583 291
445 735 30
287 630 682
592 99 961
73 631 85
272 217 365
571 582 356
429 792 480
381 639 548
769 621 124
668 119 541
18 220 447
119 519 664
743 434 294
770 208 43
760 281 245
63 775 916
90 652 85
87 422 993
413 324 659
411 198 649
241 753 518
791 426 736
453 543 423
522 779 887
504 715 488
572 363 695
676 623 727
762 40 598
503 81 329
523 225 825
324 380 251
322 765 856
400 694 880
391 560 455
365 297 908
596 319 36
752 75 863
32 716 39
215 679 818
620 662 414
221 716 996
84 403 78
398 613 42
792 298 214
624 745 477
758 34 67
487 558 602
758 566 103
10 177 127
422 641 155
291 696 675
579 38 980
372 647 283
525 678 720
742 441 692
561 46 816
54 383 465
65 6 863
536 654 971
398 546 902
31 276 213
97 400 31
565 605 16
70 1 962
45 551 99
798 103 254
405 13 203
424 172 858
114 336 407
674 361 966
229 802 469
522 662 326
494 491 323
774 618 701
55 402 464
543 781 175
131 728 14
44 678 557
685 475 186
95 353 20
487 94 526
313 78 996
417 467 872
644 273 408
793 563 630
110 434 456
654 485 746
801 559 845
685 313 922
99 82 912
328 234 247
536 644 934
108 648 874
429 138 446
519 391 425
799 220 182
747 266 753
190 679 478
257 668 121
265 54 8
228 604 266
150 625 542
212 579 652
460 731 632
394 720 627
192 239 189
713 574 517
50 641 859
603 735 564
511 605 729
143 75 348
50 664 72
407 774 686
37 70 770
797 477 88
679 63 193
763 427 64
136 462 965
114 195 584
245 33 46
663 298 991
281 608 985
116 286 212
337 741 889
65 718 481
176 91 446
138 431 665
797 518 341
242 109 665
145 148 128
422 697 204
563 120 978
128 157 864
15 107 983
303 369 546
771 55 371
747 141 471
377 627 372
550 149 935
656 126 132
793 594 786
617 776 452
586 602 478
268 484 52
28 454 502
638 668 301
398 551 234
268 2 280
785 232 792
424 235 984
728 155 761
585 635 815
95 741 922
15 277 74
129 37 337
353 393 935
685 570 688
713 86 688
322 294 324
75 604 818
164 258 791
258 555 88
19 33 197
739 77 128
28 341 367
61 471 441
49 5 632
282 39 426
423 642 529
36 544 149
551 203 286
461 764 84
765 128 597
665 452 550
93 556 30
412 148 27
192 600 615
509 734 862
65 522 477
535 196 124
354 699 137
604 236 701
728 494 910
404 419 264
7 17 10
752 599 389
377 204 194
550 1 424
770 28 902
610 456 736
331 581 828
725 216 299
426 625 933
492 543 874
358 538 852
228 802 176
80 348 927
332 2 375
785 219 135
753 123 336
717 567 90
337 784 723
195 508 573
624 12 539
332 709 78
135 171 608
659 150 537
50 415 317
369 789 89
229 86 994
621 733 920
173 657 627
395 409 151
566 244 523
416 726 473
446 251 58
158 241 849
148 27 604
799 305 36
726 266 933
771 196 610
341 614 530
368 677 43
460 411 414
139 288 673
401 697 148
603 36 343
435 227 647
778 636 468
141 341 381
658 72 741
346 491 338
281 695 347
478 464 990
123 173 405
104 603 330
123 504 268
158 516 801
67 79 999
134 665 156
200 179 696
635 741 166
517 308 358
520 291 635
287 214 226
56 181 90
761 472 521
770 699 768
694 627 787
320 568 698
272 168 724
211 594 891
126 642 399
615 229 885
441 92 217
272 2 821
514 709 969
686 205 675
58 536 83
223 459 846
173 586 382
45 421 59
237 183 407
474 592 217
492 162 725
194 145 197
104 405 301
616 391 21
697 171 221
699 202 587
166 311 986
291 201 382
294 336 519
602 511 61
691 17 270
311 629 527
473 710 331
289 466 730
442 174 409
520 554 597
361 294 130
50 257 291
374 718 478
708 146 348
490 455 965
657 100 335
317 790 336
545 350 240
351 290 156
127 193 370
597 406 689
701 389 886
372 618 104
118 442 32
692 332 741
657 468 951
676 118 838
697 289 308
49 617 586
701 364 747
70 500 625
624 43 499
533 564 687
37 285 226
790 580 111
567 642 262
15 486 953
29 328 724
493 264 161
206 237 946
377 379 216
761 255 285
83 114 158
138 87 346
259 93 538
23 339 821
27 194 354
799 406 262
202 120 900
1 487 683
100 652 203
523 609 367
313 585 52
231 764 909
501 247 277
683 172 642
257 555 831
779 582 521
394 51 33
122 539 644
797 348 753
797 761 655
697 344 228
390 721 137
330 49 16
609 367 238
609 175 747
738 422 885
536 440 151
545 544 562
211 686 296
249 455 968
354 346 956
311 592 685
716 383 746
519 570 418
493 347 920
731 447 124
162 246 441
616 575 787
422 263 357
776 253 456
194 712 582
39 417 938
196 66 664
641 799 737
83 723 88
107 328 323
180 297 596
382 38 981
577 415 304
158 450 36
414 335 295
372 675 532
502 31 1000
517 60 665
94 441 200
711 527 886
393 311 386
373 330 908
444 374 462
2 405 628
24 726 38
538 299 166
770 431 765
749 28 105
589 744 84
628 585 445
523 461 324
126 318 997
765 625 449
471 399 70
494 9 340
304 373 800
447 202 649
302 62 451
284 20 206
375 112 866
682 265 18
91 623 237
347 710 456
364 631 584
267 279 522
536 73 381
301 336 412
756 366 561
474 484 615
723 544 578
485 333 686
703 497 1
14 392 457
612 728 782
711 643 348
310 283 73
427 231 305
347 55 967
104 405 60
261 526 252
540 673 319
237 290 950
492 771 550
722 588 506
571 223 165
407 553 957
242 322 654
763 469 77
772 247 175
53 620 573
557 731 287
756 276 924
121 268 842
335 23 676
530 457 918
655 253 953
740 654 266
666 572 205
610 284 680
537 759 912
534 138 773
125 223 126
612 792 99
363 372 647
643 695 439
217 163 286
778 351 498
192 191 743
556 462 120
605 361 754
725 222 342
189 561 558
222 369 831
589 96 495
552 141 394
485 166 926
368 554 208
194 584 728
284 443 475
397 318 528
154 323 615
798 73 82
679 690 824
85 162 159
710 143 456
798 766 970
766 477 1
262 62 414
698 500 584
699 357 423
172 231 146
465 612 581
107 502 993
85 36 959
677 803 291
208 450 327
729 75 310
104 167 63
662 384 329
526 285 404
788 291 126
394 112 842
653 45 279
93 17 867
689 37 62
248 417 726
691 140 44
123 231 210
747 80 810
660 526 976
369 755 439
352 671 177
289 409 381
430 772 287
734 344 844
795 143 924
786 697 598
377 28 86
685 38 915
788 504 537
418 385 224
312 433 237
285 584 523
695 573 561
167 290 480
644 719 210
465 42 221
254 241 868
176 118 916
290 328 610
673 591 8
199 758 778
377 605 489
644 723 685
131 55 853
629 110 249
313 392 995
464 503 430
124 209 405
97 562 286
204 649 768
30 195 129
379 332 364
508 370 389
73 784 405
73 361 156
128 448 187
536 514 577
692 121 680
611 184 625
760 399 928
541 411 411
387 250 573
474 508 224
353 122 99
537 489 930
561 51 567
771 545 968
296 162 765
486 776 473
722 582 513
540 490 23
75 210 611
335 732 267
282 428 843
332 701 953
549 487 351
331 756 527
295 120 373
275 399 229
637 706 232
79 628 272
695 551 416
301 342 500
433 171 953
549 737 712
506 679 62
475 338 889
494 722 688
628 28 300
295 701 982
190 750 277
152 174 414
9 573 359
662 94 583
668 288 867
549 703 760
782 659 605
632 440 332
127 697 316
198 458 42
1 606 91
197 549 890
798 188 991
64 605 99
193 650 69
522 264 161
454 10 133
156 512 435
691 1 336
785 783 501
530 258 16
307 191 552
752 472 19
719 94 466
344 665 195
605 405 654
6 774 487
442 13 631
496 52 288
518 727 60
192 345 133
419 439 461
597 698 920
410 347 153
278 498 623
176 726 33
476 386 270
547 290 986
581 563 543
543 682 895
544 310 800
178 197 952
532 182 648
27 344 734
699 62 234
92 105 279
55 487 163
460 363 43
653 508 210
112 641 383
435 126 192
280 521 637
7 310 763
711 401 403
221 311 115
628 610 343
118 490 639
363 745 161
699 549 717
106 343 972
344 156 385
161 409 526
224 96 8
686 405 132
762 1 602
396 473 828
395 286 169
308 651 556
212 458 353
745 659 928
303 228 237
641 646 315
705 360 302
457 336 616
681 786 696
513 185 524
307 796 776
67 262 387
763 363 429
732 500 641
709 77 208
480 131 765
271 597 318
162 145 54
475 598 691
88 160 950
623 110 623
43 496 564
454 49 761
288 159 317
445 504 367
317 766 974
253 787 342
801 294 788
512 123 107
486 771 539
550 15 700
327 182 221
790 376 869
350 299 927
654 642 970
295 621 149
553 417 160
227 307 201
299 427 237
770 441 238
706 701 181
313 30 521
300 447 491
745 397 275
640 785 537
531 75 938
230 544 355
736 178 395
727 647 990
474 538 629
260 350 853
620 494 546
587 228 502
578 744 804
349 630 736
267 94 82
599 283 466
311 203 859
344 669 376
533 237 778
670 754 922
598 143 809
758 646 912
783 732 810
704 777 159
191 454 787
248 142 514
667 55 35
336 720 139
580 189 395
369 481 483
9 91 975
204 257 137
624 668 522
426 634 37
109 664 981
724 3 59
86 439 2
626 449 758
685 522 166
237 436 857
731 115 883
727 485 808
128 336 92
350 317 457
685 718 458
638 663 619
150 621 355
376 551 213
238 688 816
334 551 267
715 327 278
301 187 570
736 82 168
756 131 508
122 499 508
195 674 848
496 656 88
233 735 46
560 532 225
32 406 886
27 542 570
259 360 141
319 67 995
407 8 376
339 106 153
662 143 452
760 622 432
145 779 821
703 446 989
76 497 850
619 436 761
322 250 226
188 225 915
438 454 995
190 160 714
541 16 172
221 755 891
169 377 826
416 393 952
121 82 708
541 791 704
799 658 474
648 404 435
520 125 978
345 680 809
579 43 619
365 797 950
317 212 283
90 669 258
294 160 539
282 450 121
763 576 865
73 666 872
58 374 64
732 419 484
189 233 868
301 579 131
216 382 498
21 760 46
680 683 868
512 780 124
649 651 922
251 72 676
193 353 764
529 633 923
43 586 777
308 371 257
767 602 189
9 186 814
804 79 110
705 131 812
308 546 305
18 243 736
262 425 665
274 98 352
253 513 907
147 195 685
64 763 132
729 193 77
382 522 650
779 344 628
101 721 270
658 301 44
520 186 292
587 681 206
545 416 844
82 405 481
340 167 5
279 62 62
63 213 796
178 778 62
228 724 292
417 672 342
676 333 485
679 299 950
740 449 390
116 560 371
471 562 35
648 241 171
483 792 778
60 793 705
579 601 445
222 520 221
161 40 592
661 314 476
777 452 362
88 446 251
712 236 441
565 483 58
39 237 803
794 604 180
413 395 551
387 737 717
52 650 781
768 314 582
476 580 333
791 6 599
299 289 848
412 46 173
608 459 257
100 565 8
154 222 392
455 615 623
572 334 282
92 535 966
758 213 653
740 120 621
362 514 267
648 88 76
423 249 495
242 532 586
407 12 100
398 657 297
86 390 28
381 333 729
455 693 136
290 322 809
386 545 62
139 232 380
412 598 419
462 713 770
348 419 920
654 564 568
222 114 520
524 84 681
562 403 377
395 488 609
293 324 462
241 681 642
556 75 572
389 396 364
483 635 541
21 531 305
635 708 530
76 785 768
306 641 200
503 738 245
239 718 102
742 77 106
336 72 357
482 615 137
559 109 154
667 109 58
791 404 991
448 800 843
294 119 696
519 559 667
658 71 59
242 412 219
586 792 325
389 735 600
8 14 404
28 689 444
179 734 998
365 650 896
755 405 430
9 488 260
144 225 692
266 389 237
417 143 447
148 436 864
671 779 963
86 802 125
607 764 826
327 164 214
492 74 692
210 722 786
697 786 174
64 62 292
651 435 514
273 750 186
387 704 123
446 710 685
285 244 929
254 264 375
527 88 911
628 113 117
11 550 451
757 261 885
226 262 516
254 738 903
167 245 994
126 136 670
280 210 189
293 518 6
561 486 519
322 584 695
690 414 318
291 783 448
94 139 424
458 506 81
602 292 498
524 211 772
592 474 21
174 408 521
342 359 681
718 37 556
614 518 592
789 237 491
776 77 205
443 783 531
625 270 57
345 197 407
139 756 137
68 77 87
152 755 665
656 93 925
444 98 125
486 411 231
22 220 43
586 475 409
763 108 818
549 771 136
397 327 471
234 562 12
581 524 802
222 252 915
786 19 723
585 694 137
651 673 11
513 82 314
719 485 757
94 522 551
788 271 624
373 157 49
600 490 191
407 197 693
485 501 683
484 488 20
87 265 421
300 765 893
759 13 724
668 633 758
150 354 868
281 658 938
356 378 199
37 218 40
309 539 155
324 789 511
248 86 667
59 771 816
166 727 803
276 354 547
40 658 476
12 532 101
742 429 465
553 298 348
556 462 753
426 15 382
516 782 286
245 104 974
58 91 947
160 241 991
306 768 291
203 355 369
407 211 888
208 751 997
453 516 664
718 203 597
649 397 798
190 695 172
576 585 59
417 740 551
121 167 678
804 741 442
450 164 63
422 81 634
736 515 290
11 451 628
480 688 738
109 732 414
604 258 47
708 210 396
593 588 246
441 572 578
34 462 614
570 372 745
46 466 201
345 27 67
449 473 182
599 606 297
411 468 619
100 170 600
517 442 864
464 675 574
582 208 960
197 73 23
282 721 32
605 706 660
521 33 396
663 317 283
578 633 323
580 85 812
217 462 646
23 210 254
179 790 111
496 561 267
726 472 95
601 369 187
315 602 500
224 28 970
251 203 326
226 525 504
47 480 124
799 100 929
335 640 783
359 161 776
726 196 75
59 104 939
675 166 204
469 10 882
793 416 633
93 205 389
113 108 138
620 234 762
455 392 9
73 379 35
685 466 130
411 731 845
53 565 688
699 613 755
118 208 106
485 54 189
768 124 615
685 778 319
783 672 181
246 302 184
416 331 761
75 629 632
360 74 705
173 670 596
72 177 90
415 524 104
18 534 370
525 618 46
257 263 666
420 263 868
2 647 69
10 353 530
778 277 281
637 369 788
450 242 549
268 100 681
395 418 18
394 622 896
367 292 970
548 49 5
341 580 466
146 224 314
90 84 686
256 243 958
191 138 59
107 411 413
462 648 881
703 362 563
793 123 542
337 455 615
474 598 87
142 60 946
518 593 599
543 168 806
156 496 234
303 371 510
701 300 610
612 587 233
587 513 299
507 328 705
41 406 176
160 761 997
181 518 932
590 594 820
452 353 730
533 557 744
742 50 606
524 680 447
638 8 611
90 48 74
635 137 242
24 463 380
67 694 207
270 200 579
365 287 327
548 117 308
255 202 349
459 611 424
219 62 650
704 242 111
85 122 384
717 596 673
729 711 922
767 116 48
143 221 763
708 595 648
527 510 262
68 657 293
94 275 920
503 702 582
669 261 112
713 252 421
440 249 827
60 62 264
722 684 772
71 574 728
453 88 131
572 70 7
125 779 91
514 486 556
693 137 246
739 594 7
377 214 488
5 573 578
297 364 828
486 732 656
74 753 581
377 20 286
255 88 5
479 681 315
715 489 28
8 706 698
98 345 367
273 260 985
253 797 459
144 455 69
456 729 680
40 634 318
516 552 206
106 545 455
231 440 298
211 344 592
761 716 774
581 165 846
570 441 539
662 276 311
252 656 899
312 49 982
592 471 557
443 145 168
64 176 241
129 157 346
460 358 649
524 277 463
210 58 903
688 804 190
101 191 987
68 803 860
609 753 169
707 442 916
708 385 334
260 764 719
67 137 8
339 753 449
587 745 906
156 486 264
587 211 753
481 665 574
317 140 639
624 576 494
704 445 56
87 508 353
671 348 286
620 362 487
645 514 500
460 126 550
314 330 167
276 318 20
352 725 779
552 134 41
108 711 821
28 122 705
696 700 697
663 180 6
209 732 979
73 541 1
550 77 670
737 525 840
349 484 430
417 700 618
80 724 536
724 256 616
459 124 148
613 592 24
545 621 710
463 127 258
132 588 638
554 756 796
404 247 362
54 172 600
445 670 329
607 491 551
717 505 535
306 480 599
678 291 343
294 181 613
702 72 990
546 771 666
408 566 945
778 103 962
76 7 166
455 439 938
38 649 459
465 148 13
613 233 48
526 64 549
791 793 214
751 282 742
174 285 612
721 576 258
569 659 427
9 506 29
297 152 202
564 167 557
270 11 918
492 456 29
474 214 482
724 666 728
635 162 249
422 14 881
32 751 308
703 672 227
41 83 369
437 28 179
509 565 179
169 402 103
65 665 61
458 436 667
507 151 701
414 791 567
458 459 669
581 370 25
391 228 661
269 589 893
769 65 184
499 738 221
136 49 539
234 430 50
507 63 346
794 90 221
748 267 157
466 61 915
20 534 519
556 589 43
659 481 501
353 580 929
578 68 133
736 24 57
580 705 134
462 199 772
697 447 788
101 666 568
734 100 987
668 794 432
713 708 970
360 727 821
507 21 689
88 462 204
512 453 84
432 498 559
784 520 502
713 747 585
374 156 598
53 39 805
103 69 198
345 58 732
212 597 875
595 515 257
548 464 506
12 60 120
141 246 478
741 131 318
780 405 756
283 495 822
328 687 244
734 801 607
178 460 637
157 627 52
689 520 84
618 443 814
716 490 608
798 471 330
641 195 376
220 428 251
743 762 451
612 341 594
769 45 402
288 673 938
531 386 357
343 161 378
141 37 20
701 731 339
50 611 726
614 181 822
169 180 727
126 91 397
156 694 185
381 353 491
610 488 401
715 748 857
273 158 872
237 229 453
630 684 406
6 404 807
159 738 80
328 220 379
183 593 147
610 76 663
422 683 925
344 657 341
122 449 710
177 680 557
761 176 471
170 430 686
775 475 79
683 530 423
700 637 879
239 107 703
767 190 323
163 527 440
802 499 975
698 457 740
586 687 160
691 56 819
474 476 122
189 355 465
23 437 360
504 291 710
358 804 370
745 801 193
688 670 737
663 333 383
788 353 380
207 711 635
52 133 240
517 706 714
433 753 37
480 283 892
59 159 16
131 764 140
45 576 738
418 311 484
58 659 492
260 158 422
532 391 159
760 586 43
452 168 834
132 559 829
369 382 378
601 462 471
159 683 669
100 500 58
442 427 784
675 771 656
4 29 240
483 755 646
549 397 49
159 28 663
223 373 534
223 770 65
769 625 819
166 34 433
405 310 173
346 593 564
101 682 603
93 377 413
706 493 263
377 715 852
601 226 298
131 751 190
480 281 996
289 707 594
368 54 553
211 137 870
696 521 347
715 40 882
640 324 641
18 556 317
339 754 45
634 41 283
638 456 792
513 430 404
627 68 931
466 166 9
366 569 281
293 408 582
439 354 931
71 232 861
109 660 439
157 109 784
626 490 843
715 157 457
630 55 922
158 254 649
751 151 936
672 441 416
125 127 945
32 768 310
304 543 868
325 113 953
700 245 613
529 237 887
400 551 359
409 46 320
594 306 422
642 580 844
699 438 917
663 99 20
676 83 193
739 199 431
119 730 573
363 285 657
755 230 502
461 573 724
694 186 483
395 449 673
677 44 262
535 799 695
305 656 695
421 312 858
778 636 226
124 263 361
586 793 433
280 123 641
325 37 803
274 506 646
622 608 213
292 550 979
372 644 97
739 684 597
524 560 974
305 338 60
764 459 173
204 753 747
428 701 156
710 597 623
479 454 47
34 616 680
282 202 431
360 183 679
606 197 160
98 343 540
419 459 921
127 412 846
398 530 356
536 348 898
469 525 569
530 402 76
37 547 539
417 639 830
522 699 748
163 221 339
89 112 710
86 449 513
791 399 429
20 703 320
663 215 870
749 232 384
519 468 421
212 279 105
798 9 565
134 658 442
575 529 460
764 543 179
542 586 714
732 336 463
504 332 594
508 171 476
611 422 873
414 297 716
341 696 261
227 626 834
427 206 609
772 134 212
585 364 184
564 102 441
732 320 132
551 374 727
398 668 547
263 799 365
475 236 149
566 542 760
297 408 540
705 486 407
242 468 571
687 552 910
371 257 803
662 730 636
125 686 299
223 405 454
212 649 985
42 381 777
32 503 15
55 378 318
236 666 304
444 694 526
277 620 523
352 492 773
765 195 31
114 392 704
627 186 677
523 721 181
244 220 917
74 473 247
556 280 51
440 430 600
118 282 75
408 520 828
147 240 167
347 84 441
414 58 895
398 269 887
541 30 55
764 316 817
566 395 533
103 671 627
724 289 571
233 128 417
691 779 688
495 178 314
660 415 360
434 644 464
377 175 567
75 79 833
750 355 771
359 543 48
490 311 63
200 355 425
467 588 234
442 514 801
151 499 570
204 535 391
10 493 577
27 299 776
651 138 924
633 395 134
300 736 16
669 590 469
610 85 65
688 126 780
298 194 740
362 466 59
515 789 350
441 273 58
403 652 242
650 470 896
280 737 251
170 523 988
716 18 506
237 113 17
505 431 339
692 21 246
413 634 244
376 97 852
775 362 189
312 550 295
681 128 199
120 592 771
801 532 528
685 92 221
548 526 476
63 64 556
624 690 980
217 774 303
504 305 791
782 354 705
9 601 764
591 653 260
304 536 804
554 650 158
140 590 951
530 164 580
180 783 840
688 426 456
277 438 453
253 799 252
708 238 810
503 367 209
18 95 647
575 555 712
711 580 502
34 391 123
44 161 260
616 27 236
266 75 325
573 749 910
67 250 191
413 797 637
575 192 197
240 132 417
717 288 211
725 419 628
587 298 609
298 292 777
449 732 619
368 209 279
377 496 201
526 611 306
106 381 324
654 750 420
455 600 454
425 641 124
683 609 485
97 546 957
63 59 652
351 148 986
822 1824
484 698 26
604 4 222
35 107 521
660 460 2
348 408 207
645 607 77
230 298 759
143 82 442
502 621 5
429 248 669
782 77 170
44 307 139
525 643 519
759 811 764
800 773 114
654 21 551
699 307 785
574 106 243
380 593 583
236 674 692
447 35 546
40 364 496
391 711 608
193 291 640
89 774 917
552 525 348
313 334 368
252 814 224
401 763 344
120 356 701
244 359 759
695 259 929
437 432 908
645 256 61
440 141 865
473 392 426
388 754 395
645 92 694
287 799 3
179 712 809
131 157 406
342 6 32
310 315 468
661 761 294
622 607 466
740 75 91
722 338 490
80 724 54
793 804 420
165 10 581
389 615 780
185 3 95
627 804 627
73 34 533
555 566 580
425 281 587
524 468 606
125 681 326
229 541 567
341 221 125
802 48 2
445 619 725
817 181 749
294 285 771
643 132 21
508 662 333
666 772 429
741 547 667
470 288 292
722 585 664
65 418 386
564 75 1
44 182 439
107 211 809
550 49 303
558 804 121
480 140 912
36 701 822
144 507 132
811 684 196
241 176 390
43 180 115
594 562 838
365 643 629
294 259 132
358 555 150
324 399 938
377 443 942
267 489 808
525 638 62
402 334 395
394 302 577
373 336 370
16 736 652
519 564 122
534 242 766
76 437 8
729 544 538
475 120 877
14 28 241
275 229 736
531 248 263
581 194 770
498 98 895
151 182 570
136 546 397
325 624 672
390 460 549
790 498 340
422 276 668
475 398 533
101 297 850
244 778 752
616 131 94
24 536 644
57 666 773
534 454 681
234 509 307
485 252 666
569 60 591
816 574 331
440 586 21
404 182 162
627 565 373
503 198 129
266 82 299
420 650 130
82 440 318
338 251 260
176 143 860
320 13 869
11 764 688
612 796 876
209 370 587
783 90 288
271 517 100
7 445 153
682 799 906
655 483 84
435 396 613
476 49 284
485 318 244
715 141 788
397 326 141
712 589 415
544 106 645
652 443 777
509 446 707
275 573 28
402 746 251
751 762 520
752 523 592
441 636 311
786 110 769
167 329 773
465 145 185
262 292 488
775 275 782
420 485 714
458 124 406
448 93 560
428 410 869
700 173 494
129 781 458
188 550 568
225 110 245
463 132 132
85 588 239
380 821 868
482 139 718
727 350 61
521 786 166
384 309 150
678 266 497
403 589 692
781 338 449
304 142 433
629 573 543
67 373 570
791 802 16
212 535 817
606 119 911
356 659 55
618 563 531
686 318 39
378 527 443
439 604 388
438 15 146
757 633 281
384 481 404
43 152 947
386 771 561
401 291 995
137 700 862
596 19 328
283 280 613
199 175 331
62 708 568
122 754 196
632 716 165
329 42 253
139 46 10
118 661 202
427 536 844
746 764 726
389 97 103
192 184 778
348 186 958
390 678 139
108 68 365
36 27 550
780 396 939
366 600 141
84 34 386
369 328 131
764 614 182
30 59 62
515 215 365
258 528 596
147 240 496
748 706 782
200 432 446
496 56 527
742 11 977
787 590 88
689 179 842
748 809 545
486 443 978
40 638 461
556 766 484
297 129 713
67 522 245
448 542 772
139 53 857
451 281 263
133 644 526
567 352 589
739 89 863
19 118 683
213 637 352
482 614 800
54 488 418
623 448 574
695 701 162
411 174 422
559 492 276
105 557 741
516 697 305
502 95 256
166 620 901
451 547 672
153 259 27
28 818 367
602 497 386
735 233 632
440 97 767
568 737 402
387 309 970
513 218 231
622 18 106
796 483 86
561 18 125
547 461 929
514 104 577
418 572 515
555 547 429
803 97 383
532 418 795
762 225 485
262 295 621
162 75 905
596 708 401
794 632 513
801 275 687
254 288 122
620 319 325
205 393 381
112 606 382
565 778 446
513 815 140
522 406 450
688 513 666
29 445 9
81 301 782
546 553 808
670 330 118
315 665 580
821 275 177
253 782 535
245 392 180
586 167 269
697 401 213
565 3 536
422 49 221
726 296 761
448 753 830
586 411 977
132 516 1000
630 89 137
143 596 460
615 283 132
224 454 683
56 719 877
445 618 347
519 708 179
73 620 947
727 701 641
776 597 440
177 529 90
804 535 461
614 283 390
504 68 947
391 239 847
452 817 615
610 568 964
406 681 426
735 436 118
150 63 623
691 681 144
232 105 516
605 757 376
782 719 394
212 802 693
619 10 812
504 708 111
507 524 830
299 290 875
389 625 781
496 389 922
253 48 515
485 625 461
498 456 963
700 188 98
15 36 155
124 535 904
443 385 699
704 153 492
542 604 582
797 732 322
606 287 395
687 651 581
535 155 14
96 372 359
586 488 132
735 91 184
489 720 526
408 539 171
151 780 630
281 576 619
524 772 448
420 762 678
64 378 151
639 82 411
780 63 60
5 70 806
8 16 877
491 558 641
459 430 650
573 2 486
543 199 560
107 500 369
813 783 493
773 43 102
610 549 640
756 278 864
304 24 137
261 81 129
84 512 970
21 12 69
38 743 101
93 476 204
551 763 517
567 663 623
203 90 855
652 386 332
483 71 113
472 252 841
606 443 80
477 245 767
52 550 924
146 790 428
420 691 901
365 204 95
362 113 433
231 265 598
781 560 223
732 688 915
325 573 886
410 658 998
129 593 368
280 742 690
554 58 748
782 685 14
684 710 920
205 177 555
751 253 750
412 69 502
699 654 700
645 44 844
335 574 855
821 448 354
96 686 812
307 106 731
608 721 942
287 400 384
70 701 349
114 278 622
84 264 887
811 761 518
98 597 226
787 293 328
258 70 517
748 773 65
24 254 730
267 401 985
766 730 867
261 782 559
93 377 585
121 105 943
114 66 484
222 121 937
215 662 64
317 695 799
215 645 392
107 805 503
207 786 68
419 742 991
625 736 410
532 230 125
91 393 21
471 672 938
161 315 535
164 389 791
596 359 28
311 784 841
284 113 455
240 548 693
283 457 144
635 752 208
410 119 619
535 774 658
664 201 277
729 817 325
347 181 793
423 592 150
630 607 755
221 573 210
347 499 802
577 4 252
416 128 186
172 322 44
497 524 603
159 272 672
442 368 397
534 98 427
33 752 983
705 809 965
646 315 686
710 430 971
682 130 192
362 539 412
392 533 99
556 425 230
316 126 212
321 426 618
549 806 490
381 806 149
74 707 822
732 751 673
753 735 441
752 258 936
799 804 948
405 259 474
230 510 846
103 14 156
776 116 198
139 32 248
806 632 885
133 703 780
775 89 538
380 46 848
101 760 472
452 448 510
345 159 210
593 36 852
67 495 850
440 120 643
595 740 288
408 390 301
536 574 206
335 321 795
672 58 229
613 363 494
622 447 131
448 451 291
572 670 782
229 306 769
